date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,conversion_rate,spend_efficiency,ctr_cpc_ratio,log_impressions,cost_per_impression,high_roas,platform_enc,campaign_type_enc,industry_enc,country_enc
2024-10-02,Meta Ads,Shopping,EdTech,UAE,84526,2214,0.0262,0.44,974.16,117,8.33,30360.22,31.17,0.052845528455284556,31.16553748870822,0.059545319215183606,11.344826288934723,0.011524974564039467,1,1,2,1,4
2024-08-27,Google Ads,Shopping,SaaS,UK,159226,5206,0.0327,0.97,5049.82,137,36.86,27701.27,5.49,0.02631578947368421,5.485595526177171,0.03371130545226242,11.978086136002256,0.03171479532237197,1,0,2,4,5
2024-10-01,TikTok Ads,Display,SaaS,Canada,178503,9639,0.054,0.56,5397.84,146,36.97,40162.93,7.44,0.01514679946052495,7.440555851970418,0.09642839923500135,12.09236628891434,0.030239491773247508,1,2,0,4,1
2024-05-19,TikTok Ads,Shopping,SaaS,India,176946,13784,0.0779,0.86,11854.24,743,15.95,208986.19,17.63,0.053903076030179915,17.629657405282835,0.09058129002175579,12.083605531688098,0.06699354605359827,1,2,2,4,3
2024-08-02,Meta Ads,Display,Fintech,Germany,163124,4273,0.0262,0.91,3888.43,239,16.27,71554.77,18.4,0.055932600046805524,18.401969432393024,0.02879117715255258,12.002272057059095,0.02383726490277335,1,1,0,2,2
2024-06-21,Meta Ads,Display,EdTech,UAE,150486,6230,0.0414,1.21,7538.3,243,31.02,55217.61,7.32,0.03900481540930979,7.324941963042065,0.03421484775632417,11.921631980702667,0.050093031909945115,1,1,0,1,4
2024-05-17,Google Ads,Search,E-commerce,UK,88384,3641,0.0412,1.22,4442.02,89,49.91,4077.32,0.92,0.02444383411150783,0.917897713202552,0.03377046412257039,11.389457550969983,0.05025819152787835,0,0,1,0,5
2024-07-07,Meta Ads,Display,SaaS,USA,74922,1333,0.0178,1.32,1759.56,95,18.52,17171.74,9.76,0.07126781695423856,9.759110232103481,0.013484838269061918,11.224216198468563,0.023485224633618962,1,1,0,4,6
2024-01-17,TikTok Ads,Video,EdTech,UAE,188846,12671,0.0671,1.37,17359.27,821,21.14,86047.94,4.96,0.06479362323415673,4.956887011953843,0.048978066439367564,12.148692442390914,0.09192288955021552,1,2,3,1,4
2024-03-27,TikTok Ads,Search,SaaS,UK,10209,314,0.0308,1.79,562.06,13,43.24,3231.96,5.75,0.041401273885350316,5.750204604490625,0.017206694297936146,9.231122911158712,0.05505534332451758,1,2,1,4,5
2024-11-27,TikTok Ads,Video,E-commerce,India,31140,1712,0.055,1.34,2294.08,63,36.41,5569.82,2.43,0.036799065420560745,2.4279100990375224,0.04104474548899591,10.346280557910271,0.073669877970456,0,2,3,0,3
2024-03-08,Meta Ads,Video,SaaS,Canada,46850,983,0.021,1.58,1553.14,38,40.87,10968.52,7.06,0.038657171922685654,7.062157950989608,0.013291130828398211,10.754727632155955,0.033151334044823906,1,1,3,4,1
2024-04-28,Meta Ads,Shopping,EdTech,Canada,17720,287,0.0162,1.41,404.67,4,101.17,597.18,1.48,0.013937282229965157,1.4757209578174808,0.011489353553649963,9.782505655975346,0.022836907449209933,0,1,2,1,1
2024-01-29,Google Ads,Video,SaaS,Germany,16781,684,0.0408,1.3,889.2,8,111.15,1435.11,1.61,0.011695906432748537,1.6139338731443993,0.03138459124262213,9.728062162430014,0.05298849889756272,0,0,3,4,2
2024-11-29,Meta Ads,Video,E-commerce,Germany,61652,2614,0.0424,1.28,3345.92,133,25.16,20303.14,6.07,0.050879877582249426,6.0680291220351945,0.03312497412111397,11.02927716920903,0.05427106987607864,1,1,3,0,2
2024-07-06,Meta Ads,Display,EdTech,USA,194933,4054,0.0208,2.03,8229.62,197,41.77,9992.76,1.21,0.048593981253083375,1.2142431849830246,0.010246300371280605,12.180416318716388,0.04221768505076103,0,1,0,1,6
2024-02-25,Google Ads,Search,EdTech,Canada,100386,5250,0.0523,0.98,5145.0,254,20.26,73673.45,14.32,0.04838095238095238,14.319426627793975,0.05336729248235461,11.516787995784526,0.051252166636782025,1,0,1,1,1
2024-01-25,Google Ads,Search,Healthcare,UAE,50203,1390,0.0277,1.95,2710.5,47,57.67,11338.98,4.18,0.03381294964028777,4.183353624792473,0.014205120920450811,10.823849983780336,0.053990797362707406,0,0,1,3,4
2024-01-14,TikTok Ads,Search,SaaS,India,85428,5134,0.0601,0.86,4415.24,202,21.86,37603.74,8.52,0.03934553954031944,8.51680542847048,0.06988363967018643,11.35544090058728,0.05168375708198717,1,2,1,4,3
2024-05-05,TikTok Ads,Video,EdTech,UAE,192428,9967,0.0518,1.6,15947.2,570,27.98,78044.55,4.89,0.05718872278519113,4.893934358382663,0.03237497976563765,12.167482533506199,0.0828735942794188,1,2,3,1,4
2024-08-19,Google Ads,Shopping,Healthcare,UK,33756,2150,0.0637,2.17,4665.5,108,43.2,7948.11,1.7,0.05023255813953489,1.7035923266530917,0.02935482518210821,10.42694308220214,0.13821246593198247,0,0,2,3,5
2024-03-28,Meta Ads,Video,Fintech,UAE,103162,1485,0.0144,0.97,1440.45,35,41.16,5899.5,4.1,0.02356902356902357,4.095595126522961,0.01484534552026235,11.544065540611598,0.013962990248347261,0,1,3,2,4
2024-09-02,Google Ads,Search,EdTech,UAE,142844,2971,0.0208,1.69,5020.99,95,52.85,5534.94,1.1,0.03197576573544261,1.1023602914962984,0.012307685025038448,11.869515405296257,0.03515016381507099,0,0,1,1,4
2024-05-31,Google Ads,Search,Fintech,USA,50201,2198,0.0438,2.25,4945.5,112,44.16,12918.19,2.61,0.050955414012738856,2.6121099989889798,0.019466658014818658,10.823810145523654,0.0985139738252226,0,0,1,2,6
2024-01-16,Meta Ads,Video,Fintech,USA,143421,3542,0.0247,0.86,3046.12,181,16.83,26273.04,8.63,0.05110107284020327,8.625083713051358,0.02872089683616647,11.873546612395812,0.02123900962899436,1,1,3,2,6
2024-10-13,Meta Ads,Shopping,Fintech,Australia,71537,1809,0.0253,1.65,2984.85,57,52.37,6227.5,2.09,0.03150912106135987,2.0863694993048227,0.015333324040409674,11.177984056034187,0.041724562114709866,0,1,2,2,0
2024-11-03,Google Ads,Video,Fintech,USA,198604,8162,0.0411,3.1,25302.2,584,43.33,25281.15,1.0,0.07155109041901495,0.9991680565326335,0.013258060239335404,12.19907320650993,0.12740025377132386,0,0,3,2,6
2024-04-08,Google Ads,Search,Healthcare,Canada,114028,3112,0.0273,1.36,4232.32,120,35.27,10393.96,2.46,0.038560411311053984,2.4558539996975655,0.020073514651827464,11.644208080990921,0.03711649770231873,0,0,1,3,1
2024-06-05,TikTok Ads,Video,Healthcare,Australia,180309,5823,0.0323,0.65,3784.95,232,16.31,46549.68,12.3,0.039842005838914646,12.29862481670828,0.049692231242721166,12.102432870770414,0.020991464652346803,1,2,3,3,0
2024-03-22,Meta Ads,Video,SaaS,Canada,168402,5237,0.0311,0.85,4451.45,188,23.68,43774.92,9.83,0.035898415123162115,9.833856383874917,0.03658819224918559,12.034115195358524,0.026433474661821117,1,1,3,4,1
2024-12-23,TikTok Ads,Video,E-commerce,Canada,125419,4126,0.0329,0.85,3507.1,294,11.93,32829.78,9.36,0.07125545322346098,9.360947791622708,0.038705836816662564,11.739423384097012,0.02796306779674531,1,2,3,0,1
2024-02-05,TikTok Ads,Video,SaaS,UK,123680,8373,0.0677,0.6,5023.8,263,19.1,12412.26,2.47,0.031410486086229546,2.4706915084199212,0.1128331452780912,11.725460949170193,0.04061934023285899,0,2,3,4,5
2024-06-24,Google Ads,Search,Fintech,UK,117660,6388,0.0543,1.81,11562.28,331,34.93,17255.28,1.49,0.05181590482154039,1.4923769360368369,0.029999983425423524,11.675562887447432,0.09826857045724971,0,0,1,2,5
2024-09-02,Meta Ads,Video,Fintech,Canada,76916,2761,0.0359,0.71,1960.31,64,30.63,14368.24,7.33,0.023180007243752264,7.329575424295137,0.05056330906576188,11.250482197382073,0.025486374746476675,1,1,3,2,1
2024-02-17,Meta Ads,Video,E-commerce,Canada,150631,5648,0.0375,1.94,10957.12,111,98.71,21671.9,1.98,0.019652974504249292,1.9778828743319412,0.019329886943357247,11.922595055176265,0.07274146755979845,0,1,3,0,1
2024-02-19,Google Ads,Display,Fintech,Australia,126635,4254,0.0336,1.33,5657.82,313,18.08,28110.42,4.97,0.07357780912082745,4.96841893167333,0.025263138899895562,11.74907210845909,0.04467816954238559,1,0,0,2,0
2024-12-14,Google Ads,Video,EdTech,India,159721,3625,0.0227,1.91,6923.75,150,46.16,39701.58,5.73,0.041379310344827586,5.7341151832460735,0.011884810531512812,11.981190083012107,0.04334902736647028,1,0,3,1,3
2024-09-01,Meta Ads,Shopping,Healthcare,UAE,150698,4581,0.0304,0.51,2336.31,285,8.2,32525.45,13.92,0.06221349050425671,13.921718436337644,0.05960772625936027,11.923039748892505,0.015503258171973086,1,1,2,3,4
2024-04-14,TikTok Ads,Search,EdTech,Canada,98348,3225,0.0328,1.27,4095.75,59,69.42,2846.94,0.7,0.018294573643410854,0.6950961362387841,0.025826751317518652,11.496277655997337,0.04164548338552894,0,2,1,1,1
2024-08-03,Meta Ads,Search,E-commerce,USA,110603,2377,0.0215,0.69,1640.13,62,26.45,2761.12,1.68,0.026083298275136727,1.6834763098047105,0.03115937513134039,11.613711533781665,0.014828982938979956,0,1,1,0,6
2024-01-18,Google Ads,Shopping,E-commerce,UAE,76792,3317,0.0432,3.1,10282.7,262,39.25,42043.84,4.09,0.07898703647874586,4.088793799293959,0.013935479375651814,11.248868769148396,0.13390327117408063,0,0,2,0,4
2024-03-08,TikTok Ads,Shopping,SaaS,USA,44405,1953,0.044,1.53,2988.09,22,135.82,6030.56,2.02,0.011264720942140297,2.0181989163646343,0.028758151138463306,10.701129874425522,0.06729174642495214,0,2,2,4,6
2024-08-28,Google Ads,Shopping,E-commerce,India,49462,1206,0.0244,1.95,2351.7,74,31.78,12950.09,5.51,0.06135986733001658,5.506693030573628,0.012512814095992773,10.80898019431077,0.04754559055436496,1,0,2,0,3
2024-05-01,TikTok Ads,Display,SaaS,Australia,140440,11825,0.0842,0.68,8041.0,748,10.75,31071.69,3.86,0.06325581395348837,3.8641574431040913,0.12382334731860686,11.852542750735514,0.057255767587581885,0,2,0,4,0
2024-06-27,TikTok Ads,Display,Healthcare,USA,112392,4934,0.0439,1.64,8091.76,363,22.29,91221.43,11.27,0.0735711390352655,11.273373159856446,0.0267682763608071,11.629756936922327,0.07199587159228416,1,2,0,3,6
2024-04-17,TikTok Ads,Shopping,Healthcare,Australia,125654,8318,0.0662,0.58,4824.44,566,8.52,117035.13,24.26,0.06804520317383987,24.258801021465707,0.11413773424528578,11.74129533525602,0.0383946392474573,1,2,2,3,0
2024-07-16,Meta Ads,Search,Healthcare,UK,167002,3406,0.0204,1.83,6232.98,76,82.01,10328.31,1.66,0.022313564298297124,1.6570420569294302,0.011147534892057437,12.025767055309396,0.037322786553454446,0,1,1,3,5
2024-04-06,TikTok Ads,Search,SaaS,Australia,108247,6971,0.0644,0.59,4112.89,517,7.96,139391.79,33.89,0.07416439535217328,33.89144616072883,0.10915235736888582,11.59218016994348,0.037995417886869845,1,2,1,4,0
2024-04-14,Meta Ads,Display,Fintech,Australia,53128,1678,0.0316,1.51,2533.78,66,38.39,19225.18,7.59,0.03933253873659118,7.587549037406562,0.020927138458848707,10.880478197509905,0.0476919891582593,1,1,0,2,0
2024-02-01,Meta Ads,Video,EdTech,USA,65942,2044,0.031,1.05,2146.2,48,44.71,6784.27,3.16,0.023483365949119372,3.1610614108657167,0.02952378140592247,11.096546011496184,0.03254678353704771,0,1,3,1,6
2024-03-14,Google Ads,Display,E-commerce,Canada,32160,1186,0.0369,1.34,1589.24,12,132.44,1927.71,1.21,0.01011804384485666,1.2129760136920793,0.027537292882617255,10.378509817336841,0.049416666666666664,0,0,0,0,1
2024-09-29,Google Ads,Search,EdTech,USA,58364,2241,0.0384,2.22,4975.02,136,36.58,15149.72,3.05,0.0606871932173137,3.045157607406603,0.017297289505725445,10.974471674086764,0.08524124460283737,0,0,1,1,6
2024-06-05,Meta Ads,Search,E-commerce,India,79462,2058,0.0259,0.88,1811.04,146,12.4,7813.85,4.31,0.07094266277939747,4.31456511175899,0.029431784736608253,11.2830467835011,0.022791271299489064,1,1,1,0,3
2024-04-01,Meta Ads,Display,SaaS,India,151864,4358,0.0287,1.69,7365.02,175,42.09,45340.29,6.16,0.04015603487838458,6.156166582032363,0.01698223847204824,11.930747247287764,0.04849747142179845,1,1,0,4,3
2024-04-27,Google Ads,Shopping,EdTech,UAE,182926,6749,0.0369,1.94,13093.06,343,38.17,53279.93,4.07,0.05082234405097051,4.069326039902055,0.01902060875226353,12.116842445135129,0.07157571914326011,0,0,2,1,4
2024-10-25,Meta Ads,Shopping,E-commerce,India,107489,2515,0.0234,1.4,3521.0,166,21.21,18411.15,5.23,0.06600397614314116,5.228954842374326,0.016714273775518734,11.585153098967108,0.032756840234814726,1,1,2,0,3
2024-08-03,TikTok Ads,Search,Healthcare,India,40709,1314,0.0323,0.7,919.8,90,10.22,16081.05,17.48,0.0684931506849315,17.48320287018917,0.04614279122458397,10.614229041497024,0.022594512270014,1,2,1,3,3
2024-09-24,Google Ads,Video,Fintech,Australia,143561,9144,0.0637,1.93,17647.92,630,28.01,123364.05,6.99,0.0688976377952756,6.990288373927354,0.033005164246028895,11.874522276621732,0.12292976504761041,1,0,3,2,0
2024-03-24,Google Ads,Shopping,Fintech,India,94242,5466,0.058,1.67,9128.22,100,91.28,6794.77,0.74,0.018294914013904134,0.7443696580494337,0.03473051812543825,11.453631831995034,0.09685936206786783,0,0,2,2,3
2024-09-23,Google Ads,Display,Healthcare,UAE,111311,5765,0.0518,2.71,15623.15,389,40.16,22317.92,1.43,0.06747614917606244,1.4285160162963295,0.019114384090633176,11.620092348163423,0.14035584982616273,0,0,0,3,4
2024-09-24,TikTok Ads,Video,Fintech,USA,130865,9461,0.0723,1.48,14002.28,221,63.36,46411.13,3.31,0.023359052954233166,3.314540917621987,0.04885131834370383,11.781929177899908,0.10699789859779162,0,2,3,2,6
2024-01-02,Meta Ads,Video,EdTech,USA,138639,2204,0.0159,1.8,3967.2,154,25.76,35803.07,9.02,0.06987295825771325,9.024770619076428,0.008833328425928653,11.839635924389487,0.02861532469218618,1,1,3,1,6
2024-06-15,TikTok Ads,Shopping,SaaS,India,147355,7485,0.0508,0.91,6811.35,81,84.09,14520.06,2.13,0.010821643286573146,2.1317448082979142,0.055824114478995074,11.900606706712466,0.04622408469342744,0,2,2,4,3
2024-04-29,Meta Ads,Shopping,Fintech,UK,26751,489,0.0183,1.93,943.77,8,117.97,791.56,0.84,0.016359918200409,0.8387212986214861,0.009481860372093072,10.194364515884429,0.03527980262420096,0,1,2,2,5
2024-01-25,TikTok Ads,Display,SaaS,UK,42706,2084,0.0488,1.59,3313.56,35,94.67,4766.32,1.44,0.016794625719769675,1.4384287594007652,0.030691804596349313,10.662118120207166,0.07759003418723365,0,2,0,4,5
2024-09-02,Meta Ads,Video,SaaS,UAE,173337,3189,0.0184,2.03,6473.67,224,28.9,43055.91,6.65,0.07024145500156789,6.650927526426278,0.00906403494382515,12.062998724604004,0.03734730611467835,1,1,3,4,4
2024-07-28,Meta Ads,Shopping,SaaS,Canada,99948,1389,0.0139,1.04,1444.56,67,21.56,4987.6,3.45,0.0482361411087113,3.452677631943291,0.013365371764065612,11.512415334875994,0.014453115620122463,0,1,2,4,1
2024-03-30,Google Ads,Video,Healthcare,Canada,65282,1723,0.0264,1.91,3290.93,64,51.42,16624.45,5.05,0.0371445153801509,5.051596357260714,0.013821982292155869,11.086486944464403,0.05041098618302135,1,0,3,3,1
2024-02-01,Google Ads,Video,EdTech,USA,48790,2824,0.0579,1.3,3671.2,178,20.62,37847.71,10.31,0.06303116147308782,10.309356613641317,0.04453842727813286,10.795301148603121,0.07524492723918835,1,0,3,1,6
2024-07-16,Google Ads,Shopping,EdTech,UAE,163272,5551,0.034,2.23,12378.73,135,91.69,38753.89,3.13,0.02431994235272924,3.130683842365089,0.015246629934246667,12.003178925423136,0.07581661276887647,0,0,2,1,4
2024-11-04,Google Ads,Video,EdTech,Australia,149233,3686,0.0247,1.0,3686.0,250,14.74,16524.46,4.48,0.06782419967444384,4.483033098209441,0.024699975300024702,11.913270822828164,0.024699630778715162,1,0,3,1,0
2024-02-27,TikTok Ads,Search,SaaS,UAE,7637,415,0.0544,1.54,639.1,10,63.91,1137.83,1.78,0.024096385542168676,1.7803630104834922,0.035324652386589356,8.940891067785461,0.08368469294225482,0,2,1,4,4
2024-01-04,Google Ads,Display,Fintech,UK,20198,878,0.0435,2.68,2353.04,67,35.12,5967.58,2.54,0.07630979498861047,2.536114983170707,0.016231337227112973,9.91338837721339,0.11649866323398356,0,0,0,2,5
2024-09-11,Google Ads,Search,EdTech,UAE,32675,941,0.0288,1.09,1025.69,47,21.82,12632.32,12.32,0.04994686503719448,12.315923914633075,0.026421994108262285,10.39439614246176,0.031390665646518746,1,0,1,1,4
2024-02-28,Google Ads,Search,EdTech,USA,116560,4312,0.037,2.79,12030.48,198,60.76,51746.42,4.3,0.04591836734693878,4.301276424548314,0.013261643992242295,11.666170020104762,0.1032127659574468,1,0,1,1,6
2024-01-27,Meta Ads,Display,E-commerce,Australia,176459,3670,0.0208,1.91,7009.7,65,107.84,2483.8,0.35,0.017711171662125342,0.35433756080859385,0.010890046654425835,12.080849500776095,0.039724241891884234,0,1,0,0,0
2024-09-02,Meta Ads,Shopping,SaaS,Australia,49980,1664,0.0333,1.98,3294.72,37,89.05,6236.77,1.89,0.022235576923076924,1.8929590374902878,0.01681817332415489,10.819398212191988,0.06592076830732292,0,1,2,4,0
2024-01-07,Meta Ads,Video,Healthcare,Germany,98944,1850,0.0187,1.42,2627.0,78,33.68,17285.68,6.58,0.04216216216216216,6.58000761324705,0.013169004810559996,11.502319419183005,0.02655037192755498,1,1,3,3,2
2024-04-01,TikTok Ads,Video,Healthcare,USA,115310,3205,0.0278,1.04,3333.2,134,24.87,14521.43,4.36,0.04180967238689547,4.356603264130565,0.026730743528131224,11.655388105002295,0.028906426155580606,1,2,3,3,6
2024-08-08,Meta Ads,Search,E-commerce,India,8626,242,0.0281,1.13,273.46,18,15.19,3013.54,11.02,0.0743801652892562,11.020039493893075,0.024867234630765817,9.062652099076578,0.03170183167169024,1,1,1,0,3
2024-01-05,Meta Ads,Display,E-commerce,Germany,88732,1579,0.0178,0.44,694.76,32,21.71,4757.82,6.85,0.02026599113362888,6.848149001093903,0.040454453512605654,11.393387139693978,0.007829869720055898,1,1,0,0,2
2024-06-20,Meta Ads,Video,EdTech,Germany,29502,604,0.0205,1.61,972.44,30,32.41,5842.59,6.01,0.04966887417218543,6.0081753115873475,0.012732911346017797,10.292247232072588,0.03296183309606129,1,1,3,1,2
2024-09-14,TikTok Ads,Search,E-commerce,Canada,198085,14460,0.073,0.82,11857.2,1133,10.47,295028.26,24.88,0.07835408022130014,24.88178153358297,0.08902428167770526,12.19645655881121,0.05985915137440998,1,2,1,0,1
2024-07-14,Meta Ads,Shopping,Healthcare,USA,111802,2247,0.0201,1.65,3707.55,163,22.75,6163.84,1.66,0.07254116599910992,1.6625102830710308,0.012181810798902548,11.624493672974605,0.03316175023702617,0,1,2,3,6
2024-08-01,Google Ads,Shopping,EdTech,UAE,65186,1955,0.03,2.26,4418.3,89,49.64,13375.79,3.03,0.04552429667519182,3.0273612022723673,0.013274330409588314,11.085015341531545,0.0677798913877213,0,0,2,1,4
2024-06-15,TikTok Ads,Video,EdTech,UK,101176,6505,0.0643,0.96,6244.8,459,13.61,44008.34,7.05,0.07056110684089162,7.047197668460158,0.06697909689677406,11.52462673727787,0.061722147544872305,1,2,3,1,5
2024-08-07,TikTok Ads,Video,SaaS,UAE,41307,1367,0.0331,0.57,779.19,92,8.47,6211.99,7.97,0.06730065837600585,7.972368741898637,0.05807007356127445,10.628811464791294,0.01886338877187886,1,2,3,4,4
2024-05-12,Meta Ads,Video,EdTech,UK,174579,3247,0.0186,1.33,4318.51,187,23.09,41760.07,9.67,0.05759162303664921,9.670018131253602,0.013984951891013614,12.07013836828934,0.024736709455318223,1,1,3,1,5
2024-02-14,Meta Ads,Video,SaaS,India,83137,2045,0.0246,1.01,2065.45,37,55.82,1798.59,0.87,0.018092909535452322,0.8707981311578591,0.024356411528305418,11.328257156707805,0.024843932304509424,0,1,3,4,3
2024-01-04,Meta Ads,Search,Healthcare,UK,122897,2040,0.0166,0.77,1570.8,159,9.88,45753.83,29.13,0.07794117647058824,29.12772472625414,0.02155841356050187,11.71911002202871,0.012781434860086089,1,1,1,3,5
2024-10-17,TikTok Ads,Search,Healthcare,India,47462,1803,0.038,0.53,955.59,98,9.75,29213.28,30.57,0.05435385468663339,30.570935233729944,0.07169797792834352,10.767705739117174,0.020133791243521132,1,2,1,3,3
2024-06-19,TikTok Ads,Display,EdTech,Germany,99202,6428,0.0648,1.54,9899.12,165,59.99,34456.26,3.48,0.02566894835096453,3.4807397021149353,0.04207789475461379,11.50492353475117,0.09978750428418783,0,2,0,1,2
2024-02-26,Meta Ads,Shopping,SaaS,USA,125871,3083,0.0245,1.72,5302.76,185,28.66,27759.15,5.23,0.06000648718780409,5.234849399180804,0.014244177765012928,11.743020796569024,0.04212852841401117,1,1,2,4,6
2024-03-10,Google Ads,Search,Healthcare,UK,8880,216,0.0244,2.06,444.96,6,74.16,1186.19,2.67,0.027777777777777776,2.665835131247753,0.011844654444342502,9.091669442258505,0.050108108108108104,0,0,1,3,5
2024-11-30,Google Ads,Shopping,EdTech,USA,156388,7021,0.0449,1.64,11514.44,315,36.55,34670.52,3.01,0.0448654037886341,3.011046998377689,0.027378032086565807,11.960101772139085,0.07362738829066169,0,0,2,1,6
2024-03-27,Google Ads,Video,EdTech,UK,109672,2675,0.0244,2.55,6821.25,50,136.43,11521.03,1.69,0.018691588785046728,1.6889910207073484,0.009568623698578943,11.605258490171767,0.06219682325479612,0,0,3,1,5
2024-05-07,Meta Ads,Display,SaaS,UAE,70030,1470,0.021,1.68,2469.6,90,27.44,9384.9,3.8,0.061224489795918366,3.800170068027211,0.01249999255952824,11.15669328014207,0.03526488647722405,0,1,0,4,4
2024-01-03,Meta Ads,Video,EdTech,India,149375,6109,0.0409,2.18,13317.62,89,149.64,22418.8,1.68,0.014568669176624652,1.6833938796872112,0.01876145928373427,11.914221896206174,0.08915561506276151,0,1,3,1,3
2024-06-07,Meta Ads,Search,Fintech,Canada,123171,3756,0.0305,1.86,6986.16,52,134.35,7553.6,1.08,0.013844515441959531,1.0812234475019182,0.016397840646322232,11.721337031523923,0.056719195265119225,0,1,1,2,1
2024-03-16,Meta Ads,Search,SaaS,UK,52779,596,0.0113,1.09,649.64,35,18.56,3583.95,5.52,0.0587248322147651,5.516824702912382,0.010366962966089022,10.873887610057315,0.012308683377858618,1,1,1,4,5
2024-05-23,Google Ads,Display,Fintech,USA,117036,3569,0.0305,2.13,7601.97,178,42.71,11935.14,1.57,0.04987391426169795,1.570006195762414,0.014319242103642204,11.670245403103019,0.06495411668204655,0,0,0,2,6
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.0784,0.91,12664.47,671,18.87,36680.47,2.9,0.04821441402601135,2.8963288633476174,0.08615375147939397,12.086827291206822,0.07134229397747821,0,2,2,0,4
2024-12-30,TikTok Ads,Search,EdTech,Germany,196349,8325,0.0424,0.69,5744.25,398,14.43,42464.91,7.39,0.04780780780780781,7.392594333463899,0.06144918630552709,12.187654060006155,0.02925530560379732,1,2,1,1,2
2024-10-31,TikTok Ads,Search,SaaS,UAE,174898,13029,0.0745,1.26,16416.54,822,19.97,162206.84,9.88,0.06309002993322588,9.880695932273182,0.05912693720084349,12.07196394343746,0.09386350901668401,1,2,1,4,4
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,0.0584,2.9,14218.7,341,41.7,36574.45,2.57,0.06954925555782174,2.5722780563623955,0.020137924090371004,11.338250597584787,0.16932668032201212,0,0,0,1,6
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,0.0181,1.51,4519.43,32,141.23,8918.68,1.97,0.010691613765452723,1.9734081510278951,0.011986747028644353,12.015952760663145,0.027329035925283154,0,1,1,2,6
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0539,1.52,10972.88,73,150.31,21583.28,1.97,0.010112203906358221,1.9669658284789409,0.0354605029865112,11.805221874972755,0.08191834205555845,0,2,2,2,6
2024-09-15,TikTok Ads,Display,Fintech,Australia,105400,7704,0.0731,1.11,8551.44,442,19.35,49251.38,5.76,0.05737279335410177,5.75942531316363,0.06585579652630943,11.565527402710426,0.08113320683111955,1,2,0,2,0
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,0.0315,2.28,4591.92,150,30.61,37769.59,8.23,0.07447864945382324,8.225228226972595,0.013815783414130083,11.06601316694789,0.07179474350755953,1,0,2,1,6
2024-03-06,Google Ads,Search,SaaS,India,6044,146,0.0242,1.13,164.98,5,33.0,611.36,3.71,0.03424657534246575,3.7056612922778522,0.02141591025140686,8.706986763048892,0.02729649238914626,0,0,1,4,3
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,0.04,3.02,10983.74,145,75.75,21488.5,1.96,0.03986802309595821,1.9563919029401644,0.01324502872681168,11.418021202770205,0.12077343449337512,0,0,2,2,6
2024-02-01,Google Ads,Search,SaaS,UK,73681,4457,0.0605,1.77,7888.89,95,83.04,11815.26,1.5,0.02131478573031187,1.497708803139605,0.03418077164928156,11.207513814969037,0.10706817225607687,0,0,1,4,5
2024-12-14,Google Ads,Display,Healthcare,Australia,195545,8799,0.045,2.98,26221.02,444,59.06,122723.09,4.68,0.05046027957722468,4.680332420325373,0.015100666073601988,12.183550924847886,0.13409199928405227,1,0,0,3,0
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,0.0466,3.36,7334.88,46,159.45,5098.84,0.7,0.021071919377004124,0.695149750234496,0.013869043491356104,10.754642251464746,0.1565743073047859,0,0,2,0,6
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.0248,2.11,9598.39,135,71.1,6604.0,0.69,0.02967685205539679,0.6880320553759537,0.01175354893196733,12.119582950622599,0.05232783435462415,0,0,2,3,1
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,0.0337,3.46,20275.6,111,182.66,20779.66,1.02,0.0189419795221843,1.0248604233660163,0.009739881578068908,12.06631620313989,0.11658472914618227,0,0,2,1,0
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,0.05,2.17,20673.59,157,131.68,5416.71,0.26,0.016479479374409575,0.26201109725016314,0.02304146403619169,12.157627921689361,0.10849943056874899,0,0,3,4,6
2024-09-11,TikTok Ads,Video,SaaS,Canada,122116,5507,0.0451,0.98,5396.86,110,49.06,3555.98,0.66,0.019974577810059922,0.6588979517719563,0.046020361203713056,11.71273488054641,0.04419453634249402,0,2,3,4,1
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,0.024,3.06,3515.94,25,140.64,3124.11,0.89,0.02175805047867711,0.8885561187050974,0.007843134691786048,10.77645315967191,0.07343386453351156,0,0,0,2,3
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,0.0353,0.74,4306.8,463,9.3,73917.74,17.16,0.07955326460481099,17.163030556329527,0.047702638239678054,12.012955020347862,0.026121448846405784,1,1,1,3,6
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,0.0109,0.51,907.29,121,7.5,18762.73,20.68,0.06801573917931422,20.67997002061083,0.02137250711273115,12.003062549135592,0.005557570151850195,1,1,0,4,6
